0.40;1.40;16.88;0.0043
0.40;1.45;17.46;0.0042
0.40;1.50;17.82;0.0043
0.40;1.55;17.32;0.0047
0.40;1.60;17.28;0.0043
0.40;1.65;17.44;0.0038
0.40;1.70;17.02;0.0044
0.40;1.75;17.68;0.0043
0.40;1.80;18.12;0.0050
0.40;1.85;17.78;0.0049
0.40;1.90;17.18;0.0053
0.40;1.95;16.54;0.0050
0.45;0.05;16.22;0.0053
0.45;0.10;17.22;0.0051
0.45;0.15;16.32;0.0046
0.45;0.20;17.06;0.0052
0.45;0.25;17.80;0.0048
0.45;0.30;17.24;0.0051
0.45;0.35;17.10;0.0044
0.45;0.40;17.00;0.0041
0.45;0.45;17.22;0.0043
0.45;0.50;16.76;0.0051
0.45;0.55;16.76;0.0045
0.45;0.60;16.88;0.0044
0.45;0.65;16.62;0.0045
0.45;0.70;16.42;0.0048
0.45;0.75;17.00;0.0046
0.45;0.80;16.66;0.0046
0.45;0.85;16.12;0.0045
0.45;0.90;15.96;0.0043
0.45;0.95;15.46;0.0043
0.45;1.00;16.12;0.0040
0.45;1.05;15.48;0.0045
0.45;1.10;15.84;0.0042
0.45;1.15;16.70;0.0043
0.45;1.20;16.68;0.0044
0.45;1.25;17.12;0.0044
0.45;1.30;17.10;0.0048
0.45;1.35;16.92;0.0046
0.45;1.40;17.36;0.0043
0.45;1.45;17.02;0.0044
0.45;1.50;17.36;0.0048
0.45;1.55;17.56;0.0046
0.45;1.60;16.88;0.0046
0.45;1.65;17.22;0.0046
0.45;1.70;17.06;0.0049
0.45;1.75;17.84;0.0049
0.45;1.80;16.92;0.0049
0.45;1.85;16.86;0.0047
0.45;1.90;17.44;0.0051
0.45;1.95;15.42;0.0059
0.50;0.05;15.84;0.0049
0.50;0.10;16.96;0.0052
0.50;0.15;15.96;0.0051
0.50;0.20;17.04;0.0045
0.50;0.25;16.84;0.0061
0.50;0.30;16.86;0.0052
0.50;0.35;16.48;0.0043
0.50;0.40;17.12;0.0051
0.50;0.45;16.48;0.0051
0.50;0.50;17.20;0.0043
0.50;0.55;16.80;0.0045
0.50;0.60;16.94;0.0040
0.50;0.65;16.90;0.0043
0.50;0.70;16.80;0.0045
0.50;0.75;16.28;0.0047
0.50;0.80;16.28;0.0043
0.50;0.85;16.78;0.0042
0.50;0.90;16.74;0.0043
0.50;0.95;15.80;0.0042
0.50;1.00;16.44;0.0044
0.50;1.05;16.60;0.0043
0.50;1.10;16.08;0.0045
0.50;1.15;16.38;0.0043
0.50;1.20;16.48;0.0048
0.50;1.25;16.44;0.0048
0.50;1.30;17.02;0.0045
0.50;1.35;17.18;0.0046
0.50;1.40;17.14;0.0044
0.50;1.45;16.72;0.0046
0.50;1.50;17.58;0.0042
0.50;1.55;16.32;0.0047
0.50;1.60;17.18;0.0049
0.50;1.65;16.46;0.0051
0.50;1.70;17.60;0.0045
0.50;1.75;16.72;0.0049
0.50;1.80;16.66;0.0051
0.50;1.85;16.48;0.0046
0.50;1.90;17.34;0.0046
0.50;1.95;15.82;0.0054
0.55;0.05;15.10;0.0052
0.55;0.10;16.22;0.0049
0.55;0.15;16.24;0.0067
0.55;0.20;15.68;0.0059
0.55;0.25;16.84;0.0060
0.55;0.30;15.92;0.0053
0.55;0.35;15.22;0.0053
0.55;0.40;16.12;0.0051
0.55;0.45;16.80;0.0047
0.55;0.50;16.86;0.0045
0.55;0.55;16.88;0.0046
0.55;0.60;16.94;0.0044
0.55;0.65;16.76;0.0046
0.55;0.70;17.04;0.0045
0.55;0.75;17.14;0.0040
0.55;0.80;16.74;0.0046
0.55;0.85;16.30;0.0045
0.55;0.90;15.98;0.0044
0.55;0.95;16.28;0.0037
0.55;1.00;15.62;0.0042
0.55;1.05;15.60;0.0039
0.55;1.10;15.90;0.0042
0.55;1.15;16.32;0.0044
0.55;1.20;16.26;0.0045
0.55;1.25;16.70;0.0044
0.55;1.30;16.86;0.0049
0.55;1.35;17.20;0.0045
0.55;1.40;16.56;0.0048
0.55;1.45;17.02;0.0045
0.55;1.50;16.74;0.0044
0.55;1.55;16.96;0.0044
0.55;1.60;16.30;0.0050
0.55;1.65;15.96;0.0051
0.55;1.70;16.98;0.0055
0.55;1.75;16.48;0.0051
0.55;1.80;15.98;0.0054
0.55;1.85;15.26;0.0066
0.55;1.90;16.20;0.0050
0.55;1.95;15.10;0.0055
0.60;0.05;14.70;0.0056
0.60;0.10;15.22;0.0057
0.60;0.15;14.66;0.0059
0.60;0.20;14.98;0.0052
0.60;0.25;16.42;0.0059
0.60;0.30;16.14;0.0049
0.60;0.35;16.62;0.0049
0.60;0.40;15.84;0.0050
0.60;0.45;16.08;0.0050
0.60;0.50;16.72;0.0051
0.60;0.55;16.36;0.0049
0.60;0.60;16.54;0.0046
0.60;0.65;16.94;0.0047
0.60;0.70;16.58;0.0046
0.60;0.75;16.40;0.0048
0.60;0.80;16.46;0.0044
0.60;0.85;15.84;0.0041
0.60;0.90;15.70;0.0043
0.60;0.95;16.14;0.0042
0.60;1.00;16.06;0.0042
0.60;1.05;15.98;0.0042
0.60;1.10;15.52;0.0046
0.60;1.15;15.96;0.0044
0.60;1.20;15.78;0.0047
0.60;1.25;16.84;0.0044
0.60;1.30;16.92;0.0045
0.60;1.35;17.24;0.0042
0.60;1.40;16.98;0.0044
0.60;1.45;16.26;0.0051
0.60;1.50;16.38;0.0045
0.60;1.55;15.96;0.0054
0.60;1.60;15.58;0.0052
0.60;1.65;16.52;0.0046
0.60;1.70;16.54;0.0052
0.60;1.75;16.80;0.0055
0.60;1.80;14.94;0.0051
0.60;1.85;14.74;0.0060
0.60;1.90;14.10;0.0060
0.60;1.95;15.30;0.0057
0.65;0.05;13.74;0.0062
0.65;0.10;14.38;0.0057
0.65;0.15;15.54;0.0061
0.65;0.20;14.18;0.0058
0.65;0.25;16.06;0.0058
0.65;0.30;16.26;0.0060
0.65;0.35;16.12;0.0049
0.65;0.40;16.12;0.0052
0.65;0.45;15.32;0.0051
0.65;0.50;16.16;0.0047
0.65;0.55;16.76;0.0045
0.65;0.60;16.04;0.0049
0.65;0.65;16.44;0.0046
0.65;0.70;16.54;0.0046
0.65;0.75;16.60;0.0045
0.65;0.80;15.90;0.0044
0.65;0.85;15.62;0.0042
0.65;0.90;16.14;0.0038
0.65;0.95;16.34;0.0039
0.65;1.00;16.18;0.0041
0.65;1.05;16.54;0.0040
0.65;1.10;16.16;0.0043
0.65;1.15;15.72;0.0045
0.65;1.20;15.98;0.0045
0.65;1.25;16.42;0.0044
0.65;1.30;16.50;0.0043
0.65;1.35;16.04;0.0045
0.65;1.40;16.08;0.0049
0.65;1.45;16.78;0.0047
0.65;1.50;16.18;0.0051
0.65;1.55;15.68;0.0047
0.65;1.60;15.98;0.0053
0.65;1.65;15.34;0.0054
0.65;1.70;15.74;0.0057
0.65;1.75;16.22;0.0066
0.65;1.80;14.94;0.0053
0.65;1.85;14.46;0.0068
0.65;1.90;15.08;0.0053
0.65;1.95;14.28;0.0054
0.70;0.05;14.22;0.0066
0.70;0.10;14.68;0.0058
0.70;0.15;14.34;0.0062
0.70;0.20;15.72;0.0056
0.70;0.25;15.10;0.0063
0.70;0.30;16.18;0.0059
0.70;0.35;15.58;0.0057
0.70;0.40;15.66;0.0054
0.70;0.45;15.78;0.0051
0.70;0.50;16.22;0.0049
0.70;0.55;16.72;0.0045
0.70;0.60;15.40;0.0048
0.70;0.65;15.52;0.0043
0.70;0.70;16.16;0.0044
0.70;0.75;16.22;0.0044
0.70;0.80;15.96;0.0043
0.70;0.85;16.26;0.0041
0.70;0.90;15.96;0.0041
0.70;0.95;16.46;0.0042
0.70;1.00;15.90;0.0040
0.70;1.05;15.50;0.0041
0.70;1.10;15.70;0.0042
0.70;1.15;15.84;0.0046
0.70;1.20;15.42;0.0043
0.70;1.25;16.36;0.0045
0.70;1.30;16.10;0.0047
0.70;1.35;16.10;0.0046
0.70;1.40;16.34;0.0049
0.70;1.45;16.16;0.0045
0.70;1.50;16.18;0.0044
0.70;1.55;16.36;0.0051
0.70;1.60;15.24;0.0052
0.70;1.65;16.10;0.0054
0.70;1.70;15.82;0.0061
0.70;1.75;15.26;0.0051
0.70;1.80;14.50;0.0064
0.70;1.85;14.02;0.0063
0.70;1.90;14.06;0.0057
0.70;1.95;13.32;0.0060
0.75;0.05;14.04;0.0051
0.75;0.10;14.08;0.0065
0.75;0.15;14.40;0.0062
0.75;0.20;14.76;0.0077
0.75;0.25;14.54;0.0062
0.75;0.30;15.26;0.0053
0.75;0.35;15.44;0.0060
0.75;0.40;15.38;0.0052
0.75;0.45;15.76;0.0053
0.75;0.50;15.96;0.0056
0.75;0.55;15.42;0.0052
0.75;0.60;15.54;0.0048
0.75;0.65;16.10;0.0044
0.75;0.70;15.96;0.0047
0.75;0.75;15.68;0.0041
0.75;0.80;15.86;0.0044
0.75;0.85;16.16;0.0040
0.75;0.90;15.88;0.0042
0.75;0.95;16.02;0.0039
0.75;1.00;15.10;0.0040
0.75;1.05;15.58;0.0040
0.75;1.10;16.42;0.0041
0.75;1.15;15.78;0.0044
0.75;1.20;15.88;0.0040
0.75;1.25;15.22;0.0041
0.75;1.30;16.06;0.0046
0.75;1.35;15.90;0.0046
0.75;1.40;15.76;0.0044
0.75;1.45;15.90;0.0052
0.75;1.50;15.16;0.0050
0.75;1.55;15.24;0.0054
0.75;1.60;15.38;0.0054
0.75;1.65;15.22;0.0057
0.75;1.70;15.66;0.0059
0.75;1.75;14.54;0.0060
0.75;1.80;15.26;0.0063
0.75;1.85;14.92;0.0067
0.75;1.90;14.00;0.0059
0.75;1.95;12.72;0.0058
0.80;0.05;12.26;0.0054
0.80;0.10;13.48;0.0065
0.80;0.15;13.52;0.0060
0.80;0.20;14.40;0.0058
0.80;0.25;14.32;0.0066
0.80;0.30;15.32;0.0051
0.80;0.35;14.88;0.0058
0.80;0.40;15.18;0.0054
0.80;0.45;15.08;0.0055
0.80;0.50;14.42;0.0053
0.80;0.55;15.86;0.0047
0.80;0.60;16.04;0.0047
0.80;0.65;16.00;0.0047
0.80;0.70;15.52;0.0044
0.80;0.75;15.46;0.0044
0.80;0.80;16.24;0.0038
0.80;0.85;15.82;0.0042
0.80;0.90;16.14;0.0041
0.80;0.95;15.94;0.0041
0.80;1.00;15.30;0.0042
0.80;1.05;15.60;0.0041
0.80;1.10;16.66;0.0038
0.80;1.15;15.98;0.0037
0.80;1.20;15.76;0.0042
0.80;1.25;15.76;0.0044
0.80;1.30;15.58;0.0045
0.80;1.35;15.46;0.0047
0.80;1.40;15.62;0.0050
0.80;1.45;15.36;0.0050
0.80;1.50;15.28;0.0051
0.80;1.55;15.58;0.0058
0.80;1.60;15.36;0.0057
0.80;1.65;15.36;0.0059
0.80;1.70;15.20;0.0058
0.80;1.75;14.14;0.0063
0.80;1.80;13.90;0.0062
0.80;1.85;13.72;0.0068
0.80;1.90;13.34;0.0059
0.80;1.95;13.92;0.0067
0.85;0.05;12.52;0.0072
0.85;0.10;12.54;0.0060
0.85;0.15;13.96;0.0069
0.85;0.20;13.22;0.0059
0.85;0.25;14.04;0.0055
0.85;0.30;14.98;0.0053
0.85;0.35;14.34;0.0060
0.85;0.40;14.02;0.0056
0.85;0.45;15.34;0.0054
0.85;0.50;15.10;0.0053
0.85;0.55;14.86;0.0050
0.85;0.60;15.22;0.0043
0.85;0.65;15.44;0.0046
0.85;0.70;15.72;0.0045
0.85;0.75;15.66;0.0044
0.85;0.80;15.56;0.0045
0.85;0.85;15.12;0.0043
0.85;0.90;15.36;0.0040
0.85;0.95;15.08;0.0040
0.85;1.00;14.62;0.0041
0.85;1.05;15.06;0.0040
0.85;1.10;15.44;0.0042
0.85;1.15;14.88;0.0047
0.85;1.20;16.00;0.0040
0.85;1.25;15.64;0.0039
0.85;1.30;15.64;0.0041
0.85;1.35;15.74;0.0046
0.85;1.40;15.46;0.0050
0.85;1.45;15.06;0.0048
0.85;1.50;15.44;0.0054
0.85;1.55;14.22;0.0053
0.85;1.60;14.88;0.0056
0.85;1.65;14.60;0.0058
0.85;1.70;14.64;0.0057
0.85;1.75;15.42;0.0051
0.85;1.80;13.08;0.0068
0.85;1.85;13.64;0.0062
0.85;1.90;13.70;0.0064
0.85;1.95;13.10;0.0082
0.90;0.05;12.26;0.0066
0.90;0.10;12.76;0.0060
0.90;0.15;13.24;0.0061
0.90;0.20;13.78;0.0073
0.90;0.25;14.84;0.0070
0.90;0.30;13.68;0.0060
0.90;0.35;14.60;0.0055
0.90;0.40;14.42;0.0059
0.90;0.45;14.68;0.0057
0.90;0.50;14.72;0.0050
0.90;0.55;14.90;0.0054
0.90;0.60;14.84;0.0052
0.90;0.65;15.18;0.0045
0.90;0.70;15.48;0.0047
0.90;0.75;15.34;0.0047
0.90;0.80;16.08;0.0040
0.90;0.85;14.82;0.0046
0.90;0.90;15.06;0.0041
0.90;0.95;15.08;0.0046
0.90;1.00;14.28;0.0040
0.90;1.05;15.02;0.0043
0.90;1.10;15.98;0.0041
0.90;1.15;15.46;0.0047
0.90;1.20;16.14;0.0041
0.90;1.25;16.10;0.0044
0.90;1.30;15.20;0.0049
0.90;1.35;15.26;0.0048
0.90;1.40;14.90;0.0052
0.90;1.45;14.32;0.0049
0.90;1.50;14.88;0.0052
0.90;1.55;14.40;0.0056
0.90;1.60;14.54;0.0061
0.90;1.65;14.26;0.0061
0.90;1.70;13.20;0.0060
0.90;1.75;14.86;0.0071
0.90;1.80;14.24;0.0068
0.90;1.85;13.58;0.0069
0.90;1.90;13.16;0.0065
0.90;1.95;12.38;0.0071
0.95;0.05;11.42;0.0072
0.95;0.10;12.08;0.0072
0.95;0.15;13.22;0.0062
0.95;0.20;13.18;0.0069
0.95;0.25;13.46;0.0071
0.95;0.30;13.18;0.0063
0.95;0.35;13.92;0.0063
0.95;0.40;14.42;0.0057
0.95;0.45;14.60;0.0056
0.95;0.50;14.90;0.0053
0.95;0.55;14.50;0.0052
0.95;0.60;14.72;0.0052
0.95;0.65;15.22;0.0046
0.95;0.70;14.86;0.0045
0.95;0.75;15.40;0.0042
0.95;0.80;15.56;0.0043
0.95;0.85;15.64;0.0039
0.95;0.90;15.64;0.0044
0.95;0.95;15.44;0.0042
0.95;1.00;14.50;0.0041
0.95;1.05;15.46;0.0040
0.95;1.10;15.76;0.0041
0.95;1.15;15.68;0.0044
0.95;1.20;15.58;0.0040
0.95;1.25;15.80;0.0042
0.95;1.30;14.80;0.0049
0.95;1.35;14.52;0.0045
0.95;1.40;15.14;0.0049
0.95;1.45;14.68;0.0049
0.95;1.50;14.54;0.0059
0.95;1.55;14.44;0.0062
0.95;1.60;13.60;0.0058
0.95;1.65;14.66;0.0060
0.95;1.70;14.04;0.0059
0.95;1.75;12.54;0.0068
0.95;1.80;13.50;0.0068
0.95;1.85;12.96;0.0059
0.95;1.90;13.02;0.0074
0.95;1.95;12.78;0.0073
1.00;0.05;12.64;0.0082
1.00;0.10;13.08;0.0075
1.00;0.15;13.18;0.0069
1.00;0.20;13.20;0.0072
1.00;0.25;13.24;0.0066
1.00;0.30;14.90;0.0057
1.00;0.35;13.84;0.0063
1.00;0.40;14.40;0.0064
1.00;0.45;14.34;0.0062
1.00;0.50;15.00;0.0065
1.00;0.55;14.74;0.0055
1.00;0.60;14.74;0.0050
1.00;0.65;14.28;0.0059
1.00;0.70;15.34;0.0050
1.00;0.75;14.92;0.0049
1.00;0.80;16.14;0.0045
1.00;0.85;15.56;0.0045
1.00;0.90;15.78;0.0044
1.00;0.95;15.34;0.0044
1.00;1.00;15.14;0.0047
1.00;1.05;15.54;0.0039
1.00;1.10;15.88;0.0044
1.00;1.15;15.34;0.0046
1.00;1.20;14.94;0.0046
1.00;1.25;14.62;0.0049
1.00;1.30;14.72;0.0048
1.00;1.35;14.24;0.0050
1.00;1.40;14.36;0.0051
1.00;1.45;14.66;0.0053
1.00;1.50;13.92;0.0052
1.00;1.55;14.58;0.0058
1.00;1.60;14.40;0.0057
1.00;1.65;13.86;0.0057
1.00;1.70;14.58;0.0050
1.00;1.75;13.80;0.0066
1.00;1.80;13.22;0.0065
1.00;1.85;13.32;0.0073
1.00;1.90;12.14;0.0079
1.00;1.95;11.80;0.0073
1.05;0.05;12.26;0.0089
1.05;0.10;12.80;0.0078
1.05;0.15;13.56;0.0065
1.05;0.20;13.80;0.0067
1.05;0.25;12.98;0.0067
1.05;0.30;14.52;0.0068
1.05;0.35;13.30;0.0049
1.05;0.40;13.64;0.0062
1.05;0.45;14.00;0.0064
1.05;0.50;14.42;0.0059
1.05;0.55;14.40;0.0058
1.05;0.60;15.16;0.0053
1.05;0.65;14.48;0.0049
1.05;0.70;14.92;0.0048
1.05;0.75;14.70;0.0045
1.05;0.80;15.44;0.0047
1.05;0.85;15.16;0.0043
1.05;0.90;14.98;0.0045
1.05;0.95;15.08;0.0047
1.05;1.00;15.54;0.0049
1.05;1.05;15.08;0.0045
1.05;1.10;15.86;0.0040
1.05;1.15;15.78;0.0048
1.05;1.20;15.42;0.0049
1.05;1.25;15.06;0.0045
1.05;1.30;15.40;0.0046
1.05;1.35;14.72;0.0048
1.05;1.40;14.68;0.0055
1.05;1.45;14.94;0.0053
1.05;1.50;13.88;0.0062
1.05;1.55;14.12;0.0060
1.05;1.60;13.92;0.0055
1.05;1.65;13.78;0.0063
1.05;1.70;14.02;0.0071
1.05;1.75;12.80;0.0076
1.05;1.80;13.50;0.0068
1.05;1.85;12.88;0.0075
1.05;1.90;12.40;0.0066
1.05;1.95;11.84;0.0072
1.10;0.05;11.82;0.0083
1.10;0.10;11.60;0.0069
1.10;0.15;12.30;0.0074
1.10;0.20;12.78;0.0078
